지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
165,목포,2020-11-22,10.1,7.6,11.6,1.6,6.2,6.3,78.3,.2
165,목포,2020-11-23,7.1,5.1,7.9,,6,.5,63.4,1.2
165,목포,2020-11-24,6.9,4.4,10.1,,5,-3.4,50.4,7.4
165,목포,2020-11-25,8.4,4.4,12.1,,3.7,.3,57.4,9.2
165,목포,2020-11-26,9.3,7.6,11.8,0,3.9,2.5,63,7.5
165,목포,2020-11-27,8.4,6.7,10.6,,6.5,1.2,61,2.3
165,목포,2020-11-28,5.9,5.1,7.3,,7.6,-1.6,58.8,2.4
165,목포,2020-11-29,6,4.6,7.9,0,4,-.2,64.6,2.5
165,목포,2020-11-30,4.8,2.5,7.6,,3.4,-1.3,64.9,3.8
165,목포,2020-12-01,4,1.1,7.5,,4.3,-6.9,46.3,9
165,목포,2020-12-02,4.7,.7,8.6,,4.8,-5.5,48,8
165,목포,2020-12-03,4.9,3.5,7.3,,4.6,-1.7,62.5,5.9
165,목포,2020-12-04,3.7,1.4,6.1,,3.9,-2.4,64.3,7.5
165,목포,2020-12-05,4.9,.7,8.5,,2.7,-1.1,66,7.7
165,목포,2020-12-06,6,2.3,9.4,,2.2,.4,68.8,9.3
165,목포,2020-12-07,6.2,2.8,10.9,0,2.8,1.2,70.9,1.6
165,목포,2020-12-08,3.5,1.4,5.9,,3.1,-2.6,64.3,4
165,목포,2020-12-09,3.9,-.3,8,,2.7,-4.6,54.9,9.2
165,목포,2020-12-10,6.5,4.5,9.8,,2.1,-1.5,59,1.1
165,목포,2020-12-11,7.8,4.8,12.1,,1.5,4.6,81.5,4.1
165,목포,2020-12-12,6.4,3.7,8.7,,4,.2,66,8.8
165,목포,2020-12-13,4.9,2,11.8,.7,6,-1.4,64.4,2.8
165,목포,2020-12-14,-2.6,-5,2.2,1.2,6.3,-5.2,82.1,0
165,목포,2020-12-15,-3.5,-5.9,-1,0,3.3,-8.9,66.5,9.2
165,목포,2020-12-16,-2.6,-4.6,-.6,0,2.9,-6.3,75.4,8.3
165,목포,2020-12-17,-.2,-4,3.1,0,2.2,-5.4,68,8.7
165,목포,2020-12-18,2.7,-.4,7.2,0,4.6,-2.6,68,5.4
165,목포,2020-12-19,-.3,-2.5,2.6,0,6.2,-8.4,54.8,8.6
165,목포,2020-12-20,.9,-2.2,4.1,0,2.1,-5.4,63,3.6
165,목포,2020-12-21,2.7,-1.8,7,,2.7,-3.8,63.1,6.1
165,목포,2020-12-22,4.7,2.3,9.2,,1.9,-.5,69.5,6.1
165,목포,2020-12-23,5.4,.3,10.7,,1.9,.5,72.5,3.3
165,목포,2020-12-24,5.9,4.4,8.7,,4.4,-.6,64.3,7.8
165,목포,2020-12-25,3.9,1.5,6.3,0,4.9,-4,57,7.7
165,목포,2020-12-26,5,0,9.6,,2.2,-2.6,59.5,8.8
165,목포,2020-12-27,5.9,5,7.3,11.3,2,2,77.6,0
165,목포,2020-12-28,6,.6,11.8,,1.6,3.4,84.9,8
165,목포,2020-12-29,3.5,0,9.7,2.8,5.8,1.8,89.3,1.6
165,목포,2020-12-30,-3,-4.5,.2,.7,10.1,-7,73.9,4.2
165,목포,2020-12-31,-2.9,-7.5,.9,1.7,4.4,-5.8,80.5,3.2
168,여수,2014-01-01,7.2,3.9,10.7,,6.4,-7.2,37.4,8.5
168,여수,2014-01-02,6.4,3.6,10.6,,1.5,-5,44.8,7.1
168,여수,2014-01-03,6.7,2.5,11.3,,1.7,-5.2,43.4,7.3
168,여수,2014-01-04,6,3.2,9.9,,4.3,-6.5,41.9,8.9
168,여수,2014-01-05,4.5,1.2,9.3,,3.5,-10.6,35.3,8.7
168,여수,2014-01-06,3.6,.3,7.4,,1.4,-9.7,38.5,8.7
168,여수,2014-01-07,5.8,1.1,10.6,,1.5,-5.2,45.9,6.6
168,여수,2014-01-08,3.9,.4,7.1,4.2,5.1,-2.9,62.9,.2
168,여수,2014-01-09,-2.4,-4.9,.4,,7.1,-19.6,26.1,9.1
168,여수,2014-01-10,-.7,-5.6,4.9,,3.6,-12.2,41.9,8.3
168,여수,2014-01-11,2.1,-1.3,6.6,,3.3,-8.4,46.3,8.5
168,여수,2014-01-12,2.6,-.8,7.2,,4.3,-9,42.8,5.3
168,여수,2014-01-13,-.5,-3.6,3.7,,4.9,-16.6,29.5,9.1
168,여수,2014-01-14,.7,-3.1,4.6,,3.9,-18.7,22.4,9.1
168,여수,2014-01-15,1.2,-1.8,5.7,,3.7,-13.3,33.5,9.1
168,여수,2014-01-16,1.8,-2.4,6.1,,2,-9.3,43.6,8.9
168,여수,2014-01-17,3.4,-.4,7.3,,2.4,-6.6,48.9,8.2
168,여수,2014-01-18,2,-.9,5,,5.7,-9.2,44.3,8
168,여수,2014-01-19,.9,-3.2,5.3,,3.2,-10.5,43.3,9.1
168,여수,2014-01-20,3.9,.5,8.2,0,5.1,-5.1,52.8,4.4
168,여수,2014-01-21,-1,-2.7,1.2,,6.4,-9.8,51.5,6.8
168,여수,2014-01-22,0,-3.9,4.9,,6,-12,42.5,9.3
168,여수,2014-01-23,1.9,-2.1,6.5,,2.2,-8.3,47.4,9.3
168,여수,2014-01-24,7.6,1.3,12.9,,1.9,.1,59.4,6.4
168,여수,2014-01-25,10.2,6.4,14.1,1,3.3,3.9,65.6,1.4
168,여수,2014-01-26,4.4,1,8.5,,3.6,-11.3,32.5,9.5
168,여수,2014-01-27,4.6,-.4,9.5,,2.6,-5.5,48.3,9.5
168,여수,2014-01-28,7.2,4,11.9,,4.1,-2.7,51.5,5.4
168,여수,2014-01-29,7,1.2,12.5,2.1,1.1,-.7,59.1,8.6
168,여수,2014-01-30,8.9,6.3,11.2,4.1,4.5,4.3,74.4,.3
168,여수,2014-01-31,7,2.8,11.3,,2,-6,40,9.3
168,여수,2014-02-01,11.2,6.5,14.5,3.1,1.4,5.9,71.3,3.4
168,여수,2014-02-02,12.1,9.4,16,,2.8,8.8,81.1,6.6
168,여수,2014-02-03,6.2,-2.1,9.9,,6.6,-7.6,41.4,3.8
168,여수,2014-02-04,-2.9,-6.3,.9,,8.5,-20.9,25.8,9.9
168,여수,2014-02-05,-.9,-4.4,1.7,,3.2,-17.1,28.6,2.8
168,여수,2014-02-06,2.2,-1.8,4.6,3.1,5.4,-6.6,54,2.9
168,여수,2014-02-07,4.8,3,6.6,0,6.6,-2.6,58.9,.1
168,여수,2014-02-08,4.6,3.3,6.7,,5.8,-2.3,61.1,0
168,여수,2014-02-09,3.3,1.3,7.5,,5.3,-5.9,51.5,8
168,여수,2014-02-10,2.8,1.5,5.2,.1,7.2,-5.3,55.5,4.8
168,여수,2014-02-11,2.5,-.2,5.8,,6,-7.7,47.6,10.3
168,여수,2014-02-12,3.8,1.2,6.9,,5,-6.9,46.5,10.3
168,여수,2014-02-13,4.4,2.1,7.2,,6.6,-5.4,49.4,4.4
168,여수,2014-02-14,3.9,2.9,5.6,,7.6,-6.4,47.6,7.1
168,여수,2014-02-15,4.5,2.1,8.5,,4.3,-6.2,46.1,10.5
168,여수,2014-02-16,6.1,2.2,10.6,,1.8,-2,57.5,8.4
168,여수,2014-02-17,6.3,4.5,8.2,1.5,5.1,.3,66,0
168,여수,2014-02-18,4.1,1.9,5.4,,7.2,-4.6,53.4,2.3
168,여수,2014-02-19,3.9,1.3,7,,5.2,-6.3,47.9,9.4
168,여수,2014-02-20,4.8,1.1,10.3,,4.3,-6.2,46.9,10.2
168,여수,2014-02-21,3.3,-.8,8.6,,3.6,-9.6,40.4,10.5
168,여수,2014-02-22,5.1,.6,10.2,,2.3,-5.7,46.3,10.3
168,여수,2014-02-23,6.3,2.8,10.9,,2.2,-3.1,52.1,9.8
168,여수,2014-02-24,7.4,3.2,12.2,,2.4,-3,49.8,9.6
168,여수,2014-02-25,8.4,4.9,12.5,,1.9,-1.9,50.1,6.6
168,여수,2014-02-26,8.4,7.1,9.7,11.9,5.4,2.7,68.4,0
168,여수,2014-02-27,11.9,8.7,16.2,,4.5,2.1,53.4,9.4
168,여수,2014-02-28,9.5,7.9,11.1,0,2.7,1.7,59.4,.1
168,여수,2014-03-01,8.2,7.3,8.9,4.4,3.4,4.8,80.1,0
168,여수,2014-03-02,8.6,5.7,12.1,,4.9,-5.8,42.4,9.1
168,여수,2014-03-03,7.1,4.5,10.3,,3.6,-6.3,39.5,10.8
168,여수,2014-03-04,6.8,4.4,9.2,0,3.6,-1.2,56.9,.2
168,여수,2014-03-05,5.3,1.4,9.5,,8,-12.2,31.4,10.5
168,여수,2014-03-06,3.3,-.1,7.5,,6.5,-16.6,24.4,9.5
168,여수,2014-03-07,3.6,.1,7.2,,5.5,-16.7,24.9,10.4
168,여수,2014-03-08,4.8,.5,8.9,,4.1,-11.5,30.8,7.6
168,여수,2014-03-09,4.8,1,9.9,,6.2,-8.6,38.1,8.1
168,여수,2014-03-10,4.7,-.9,10.8,,6,-13.3,26.9,11
168,여수,2014-03-11,6.5,.8,11.2,,3.2,-5.7,43.8,10.4
168,여수,2014-03-12,9.1,6.4,14.1,36.9,2.2,6.3,82.9,0
168,여수,2014-03-13,6.2,3.3,11.3,9.4,5.7,2.9,79.8,0
168,여수,2014-03-14,4.5,2.8,7.7,.8,3.2,-2.8,61.5,5.2
168,여수,2014-03-15,7.6,1.6,12.7,,4.7,-.9,55.4,10.9
168,여수,2014-03-16,10.8,6.7,14.7,,3.7,4.9,68.1,10.8
168,여수,2014-03-17,12.5,8.2,16.5,6.2,2.9,8,74.9,7.3
168,여수,2014-03-18,14.9,10.9,20.1,1.5,5.7,7.3,65.1,9.4
168,여수,2014-03-19,9.9,8.8,11.4,,3.1,2,58.6,1
168,여수,2014-03-20,8.6,4.7,12.2,0,6.5,-3.1,45.3,7.9
168,여수,2014-03-21,7.5,3.8,11.5,,6,-6.5,38.6,10.8
168,여수,2014-03-22,8.9,3.2,13,,4.2,-2.7,46,10.8
168,여수,2014-03-23,12.2,6.8,18.8,,4,-1.5,41.4,10.7
168,여수,2014-03-24,11.9,7,15.5,,3.8,2.6,53.8,9.8
168,여수,2014-03-25,13.4,12.3,14.4,28.2,1.5,10.5,83.1,0
168,여수,2014-03-26,13.7,12.9,15.7,7.3,3.1,11.6,87.4,.5
168,여수,2014-03-27,14.1,9.9,19.2,,1.3,7.7,68,9.9
168,여수,2014-03-28,14.4,10.9,17.6,,1.5,9.8,74.6,6.8
168,여수,2014-03-29,14.2,13.4,16.6,31.4,3.8,11.6,85.3,0
168,여수,2014-03-30,14.7,12.6,19.3,.9,4.7,9.8,73.9,10.4
168,여수,2014-03-31,13.4,11.3,17.8,,2.3,8.1,71,7.3
168,여수,2014-04-01,13.6,10.7,18.2,,1.6,8.7,73.3,10.6
168,여수,2014-04-02,14.1,10.3,19.2,,1.8,5.6,58.3,11
168,여수,2014-04-03,13.3,7.8,17.8,,4,2.6,50.3,7.6
168,여수,2014-04-04,9.5,5.9,14.9,,6,-6.8,33.1,11.4
168,여수,2014-04-05,8.6,6,14.4,,5.8,-6.9,34.3,8.1
168,여수,2014-04-06,9.5,4.5,15.4,,5.9,-8.9,29.6,11.5
168,여수,2014-04-07,13.6,7.6,19.5,,5.4,-3,32.9,10.8
168,여수,2014-04-08,14,9.1,20,,3.5,-2.3,37,11.7
168,여수,2014-04-09,14.8,10.2,20,,2.9,5.8,55.9,11.3
168,여수,2014-04-10,13.5,11,19,,2.7,6,61.5,10.9
168,여수,2014-04-11,13.2,10.7,15.8,,2.2,3.6,52.9,4.8
168,여수,2014-04-12,14.1,12.1,17,,2.3,4.1,51.6,2.9
168,여수,2014-04-13,13.4,11.4,15.8,9.3,4.2,7,66.4,1.1
168,여수,2014-04-14,14.4,10.4,19.8,,3.6,-1.8,35.3,12.1
168,여수,2014-04-15,18.2,11.3,24.5,,4.8,4.1,40.6,11.4
168,여수,2014-04-16,17,15.3,21,,3.7,5.7,48.6,2.9
168,여수,2014-04-17,12.9,10.8,15.6,14.9,3.6,5.3,63.8,.5
168,여수,2014-04-18,13.5,12,15.6,,3.5,9.2,75.9,0
168,여수,2014-04-19,12.5,11,13.6,,6.8,3.4,55,1.9
168,여수,2014-04-20,13,10.2,17.7,0,4.6,4.1,56.4,7.7
168,여수,2014-04-21,15.7,11.3,20.3,,2.5,6.8,58.1,10.5
168,여수,2014-04-22,16.6,14.3,21.2,,2.2,4.1,45.6,8.1
168,여수,2014-04-23,16.4,11.4,22.5,,2.2,3.7,45.3,11.9
168,여수,2014-04-24,16.6,12.6,21.7,,1.8,1.8,39.9,11
168,여수,2014-04-25,16.4,11.8,21.8,,1.5,3.2,42.1,11.6
168,여수,2014-04-26,16.7,13.4,19.4,,1.5,8.2,58.1,5.8
168,여수,2014-04-27,16.1,15.1,17.6,2.5,2.7,10.6,70.4,.2
168,여수,2014-04-28,14.1,13.3,15.5,33.7,6.2,11.1,82.4,0
168,여수,2014-04-29,14.4,12.8,15.9,3.3,3.2,12,85.6,0
168,여수,2014-04-30,14.8,13.8,17.3,.2,2.3,11.9,83.5,.3
168,여수,2014-05-01,16.6,12.5,20,,3.4,9,62.3,12.2
168,여수,2014-05-02,17.4,14.1,20.9,,5.7,8.7,57.9,11.9
168,여수,2014-05-03,15.7,11.5,21.6,,4.9,3.4,46.9,11.5
168,여수,2014-05-04,14.7,12.5,17.6,.2,4.2,8.6,68,3.3
168,여수,2014-05-05,13.5,9.8,18.2,.1,5.4,-6.4,26.1,11.6
168,여수,2014-05-06,13.8,10.2,18.3,,3.8,.8,42.6,12.8
168,여수,2014-05-07,15,10.5,18.6,,3.9,5.1,53.1,13.1
168,여수,2014-05-08,18.4,15,23.4,.9,5.5,6.7,51.3,9.3
168,여수,2014-05-09,17,12.3,22.7,,2.3,6,50,12.5
168,여수,2014-05-10,17.1,14.1,19,,4.8,4.5,44.3,11.8
168,여수,2014-05-11,17.3,15,19.5,26.6,4.4,9.4,61.4,6.4
168,여수,2014-05-12,19.4,17,23.8,28.5,7.4,10.4,59.9,10.8
168,여수,2014-05-13,19.3,15.5,23.7,,4.3,10.8,58.8,12.8
168,여수,2014-05-14,16.2,14.5,17.8,4.8,3.1,10.8,70.6,0
168,여수,2014-05-15,20,15.7,25.4,,6.1,6.1,43.8,10.3
168,여수,2014-05-16,20.4,15.8,24.1,,5,5.7,38.9,11.5
168,여수,2014-05-17,20.3,17.2,24,,4.1,5.9,40,12.4
168,여수,2014-05-18,19.4,16.1,23.1,,1.6,8.9,51.4,9.4
168,여수,2014-05-19,19.9,15.6,25.3,,2,9.6,54.3,11.9
168,여수,2014-05-20,17.3,15.7,18.7,15,2.5,13.4,78.8,0
168,여수,2014-05-21,21.4,16,26.5,,4,8.5,47.5,12.8
168,여수,2014-05-22,19.8,16.5,24.3,,2.7,11.7,61.6,12.6
168,여수,2014-05-23,18.5,17.2,21.5,,2.3,12.9,70.6,4.5
168,여수,2014-05-24,19.3,16.4,22.3,,2.3,14.5,74.4,8.4
168,여수,2014-05-25,19.1,16.8,21.7,33.3,3.3,16.7,86.3,.3
168,여수,2014-05-26,21.9,18.8,26.6,.4,5.3,7.2,46.6,8.7
168,여수,2014-05-27,20.3,17,24.4,,3.9,10.9,56,9.8
168,여수,2014-05-28,21.1,18.1,25.2,,2.9,15.9,73.6,7.7
168,여수,2014-05-29,22,18.6,26.7,,1.6,13.5,59.4,11.7
168,여수,2014-05-30,21.8,18,26.6,,2.4,13.4,61.8,13
168,여수,2014-05-31,22.3,18.3,27.5,,2.6,13.6,60.4,12.9
168,여수,2014-06-01,21.3,19.6,23.8,,1.9,15.4,70.4,0
168,여수,2014-06-02,19.2,17.3,21.2,8,3.8,15.1,,.1
168,여수,2014-06-03,18.9,17.8,19.8,24.4,5.1,15.4,80.6,0
168,여수,2014-06-04,21,19,23.6,5.2,5.9,15,69.4,2.6
168,여수,2014-06-05,21.1,19.4,23.8,,4.9,14.5,66.6,3.5
168,여수,2014-06-06,21.2,19.2,24.6,,2.1,14.9,68.6,9.9
168,여수,2014-06-07,20.1,18.7,23.3,,1.8,15.5,75.3,5.9
168,여수,2014-06-08,20,18.7,22.2,,1.9,15,73.5,4
168,여수,2014-06-09,20.1,18.8,21.9,,2.1,15.4,75.3,1.9
168,여수,2014-06-10,21.1,19.3,23.3,,2.8,15.8,72.1,5.4
168,여수,2014-06-11,20.9,19.5,24.1,0,2.7,15.7,72.5,7.2
168,여수,2014-06-12,19.4,16.7,21.9,16.5,2.5,15.1,77,3.9
168,여수,2014-06-13,22,17.7,25.5,,4.7,14.2,62.5,12.4
168,여수,2014-06-14,22.3,19.4,25.6,,4.5,15,64.3,9.7
168,여수,2014-06-15,22.7,19.5,25.8,,3.8,14.6,60.9,10.5
168,여수,2014-06-16,23.4,20.4,26.9,,2.6,14.9,60.3,7.3
168,여수,2014-06-17,20.9,18.6,23.2,9.7,3.7,15.4,71.4,.3
168,여수,2014-06-18,22,19.5,26.3,,3.6,14.4,63.4,7.5
168,여수,2014-06-19,21.9,19,25.6,,2.7,16.9,74.1,11.2
168,여수,2014-06-20,21.5,20.5,23.5,,3,17.1,76.4,2
168,여수,2014-06-21,21,20.5,22.2,3.1,5.4,16,73.4,0
168,여수,2014-06-22,21.5,20.3,23.1,,3.4,15.5,68.9,2.2
168,여수,2014-06-23,20.3,18.8,22.4,61,2.7,17,82.3,1.9
168,여수,2014-06-24,21.9,19,25,,3.8,17.3,76.1,8.1
168,여수,2014-06-25,22.2,19.8,25.4,,2,17,72.6,7.6
168,여수,2014-06-26,22.5,20.2,25.5,,1.6,17.9,76.3,8.4
168,여수,2014-06-27,23.1,20,27.2,,2.1,17.3,71.1,11.2
168,여수,2014-06-28,24.8,20.9,28.7,,4.5,15,56.4,11.3
168,여수,2014-06-29,24.1,21.4,27.4,,4.7,16.9,65.3,12.4
168,여수,2014-06-30,24.3,22,28,,3.4,18.1,69.5,11.2
168,여수,2014-07-01,24.6,21.8,28.5,,2.8,18.1,68.1,11.2
168,여수,2014-07-02,21.7,19,23.7,17.6,3,17,75.8,0
168,여수,2014-07-03,20.7,18.9,21.5,24.7,4,18.4,86.9,0
168,여수,2014-07-04,22.2,21.1,24.8,2.2,1.8,18.3,78.9,.7
168,여수,2014-07-05,22.1,21.2,24.1,.1,1.7,18.1,78.6,0
168,여수,2014-07-06,20.4,20,21.4,13.3,4.5,17.6,84.3,0
168,여수,2014-07-07,21.4,20.3,22.5,4.6,3,19.3,88.4,0
168,여수,2014-07-08,23.2,21.7,24.7,17.1,1.8,21,88.3,.2
168,여수,2014-07-09,25.1,23.8,27.5,5.8,7.6,21.3,80.1,.6
168,여수,2014-07-10,28.3,24.1,32.8,.1,6.2,18.3,55.9,10.4
168,여수,2014-07-11,26.8,24.2,30.7,,4.6,16.9,55.3,8.4
168,여수,2014-07-12,24.2,22.8,26.4,.3,2.1,19.2,74.4,.5
168,여수,2014-07-13,22.3,20.6,24.7,22.2,3.4,19.3,83.3,3.3
168,여수,2014-07-14,24.5,22.3,27.5,,3.7,19,72.4,11.4
168,여수,2014-07-15,23,22.2,24.9,10.9,1.4,20.1,84.3,0
168,여수,2014-07-16,23.2,21.7,25,2,2,20.5,85.4,.3
168,여수,2014-07-17,22.9,21.5,23.5,19.5,1.3,21,89.3,0
168,여수,2014-07-18,23.9,22.6,26.5,11.5,1.7,21.9,89,1.2
168,여수,2014-07-19,23.9,22.4,27.6,1.6,3.6,20.3,81,5
168,여수,2014-07-20,26.2,23.4,29.7,,1.3,21,74.3,11
168,여수,2014-07-21,25.1,23.7,27.7,,2.5,21.1,79.4,8.5
168,여수,2014-07-22,25.3,23.4,27.9,,4.5,21.4,79.8,6.2
168,여수,2014-07-23,26.7,24.3,29.9,,4.6,22.5,78.9,12.7
168,여수,2014-07-24,27.5,25.5,30.4,,4.5,24,82.1,8.5
168,여수,2014-07-25,27.7,26.6,29.7,,7.6,23.8,80,4.4
168,여수,2014-07-26,27,24.4,30,2.6,6.7,19.5,64.9,10.3
168,여수,2014-07-27,24.4,21.7,29,,1.5,15.7,60.4,12.4
168,여수,2014-07-28,22.8,21.3,24.9,4.4,2.6,18.3,76.3,2.3
168,여수,2014-07-29,24.1,21.2,26.8,,2.5,19.8,77.3,1.3
168,여수,2014-07-30,27.1,24.2,30.1,,1.6,21,71.8,9.2
168,여수,2014-07-31,28.6,26,32.2,0,2.8,20.7,63.4,13.1
168,여수,2014-08-01,27.4,24.8,29.5,21.3,6.8,20.5,67.3,.3
168,여수,2014-08-02,25,23.5,27.7,223.6,9.2,21.5,81.8,0
168,여수,2014-08-03,24.1,23.5,25.2,29.8,9.8,21.5,86,0
168,여수,2014-08-04,23.5,23.1,24,11.9,7.8,21.6,89.8,0
168,여수,2014-08-05,26.2,23.5,29.1,,4,22,78.5,10.3
168,여수,2014-08-06,26.4,24.5,29.2,,4,22.2,78.5,11.5
168,여수,2014-08-07,25.5,23.6,28,.3,2.9,22.4,83.3,2.2
168,여수,2014-08-08,24.5,23.2,26.2,,7.2,18.6,70,4.6
168,여수,2014-08-09,25.4,23.8,27.3,,10.4,17,60,9.5
168,여수,2014-08-10,26.2,24.5,28.5,0,5,18.2,61.5,8.1
168,여수,2014-08-11,24.7,23,27.5,,3,18.1,67.3,6.1
168,여수,2014-08-12,25.3,22,29.1,,3.5,17,61.6,11.2
168,여수,2014-08-13,24.6,23.5,25.9,,1.9,19.3,72.9,.3
168,여수,2014-08-14,21.7,20.9,24.7,40.4,5.2,18.8,84,0
168,여수,2014-08-15,23.7,21.5,26.1,13,2.8,19.7,78.8,2.2
168,여수,2014-08-16,24.7,23.5,27.3,,1.9,20,76.1,7.2
168,여수,2014-08-17,23.4,20.8,25.7,37.7,3,18.7,75.9,1.6
168,여수,2014-08-18,22.3,20.4,24.1,75.5,4.8,20.2,88.3,0
168,여수,2014-08-19,24,23.1,26.3,12.5,3.3,21,84.1,2.9
168,여수,2014-08-20,23.6,22.9,24.5,78.9,1.3,21.7,89.8,0
168,여수,2014-08-21,24.8,22.9,26.7,32.7,7.5,19.8,74.5,5.6
168,여수,2014-08-22,24.9,22.1,28.3,,4,19.5,72.6,11.8
168,여수,2014-08-23,25,22.7,27.9,,2.6,19.4,72,7.8
168,여수,2014-08-24,24.1,23.2,25.1,48.4,1.8,21.3,84.6,0
168,여수,2014-08-25,25,23.6,26.6,25.4,4.7,22,84.3,1.4
168,여수,2014-08-26,25.8,23.4,29,,3.3,19.9,70.4,6.3
168,여수,2014-08-27,23.2,22.5,24.8,0,3.2,18.4,74.6,.3
168,여수,2014-08-28,21.4,20.2,22.7,3.8,2.9,16.6,74.8,.1
168,여수,2014-08-29,21.8,19.8,23.7,7,4.1,15.9,69.9,.4
168,여수,2014-08-30,22.8,20.1,25.9,,3.3,15.2,63,11.6
168,여수,2014-08-31,21.9,19.9,23.8,,3.3,14.7,63.9,4.9
168,여수,2014-09-01,22.8,20.5,25.7,,3.3,15,62,11.8
168,여수,2014-09-02,22,20.8,24.3,1.2,5.4,16.2,70.4,1.2
168,여수,2014-09-03,23,20.7,25.4,7,4.2,19.7,81.9,0
168,여수,2014-09-04,24,20.6,28.1,,4.2,17.3,67.3,11.4
168,여수,2014-09-05,23.9,20.7,27.6,,1.7,16.7,64.5,11.5
168,여수,2014-09-06,22,20.1,24.6,3.7,1.4,16,69.5,4.4
168,여수,2014-09-07,23.4,20.1,27.3,,1.9,17.2,70.3,11.3
168,여수,2014-09-08,24.5,21.8,28.1,,2.1,19.3,73.5,10.6
168,여수,2014-09-09,24.2,21,27.8,,2.3,16.3,62.3,8.4
168,여수,2014-09-10,23.8,20.9,27.2,,2.1,15.6,60.9,10.5
168,여수,2014-09-11,23.4,21.4,26.7,,3,15.8,63.3,9.6
168,여수,2014-09-12,22.6,21.8,23.6,0,2.9,15.4,64,1.1
168,여수,2014-09-13,22.5,20.2,25.6,,5.3,14.2,59.9,11.2
168,여수,2014-09-14,21.9,20,24.5,,3.9,13.4,58.9,7
168,여수,2014-09-15,22.8,20,26.3,0,2.2,15.5,64.4,5.5
168,여수,2014-09-16,23.9,20.8,27.2,,2.5,14.5,57.1,8.3
168,여수,2014-09-17,22.5,20.6,24.3,1.7,2.1,17.6,74.4,.1
168,여수,2014-09-18,21.7,19.9,23.8,,4.5,12.6,56.9,4.4
168,여수,2014-09-19,20.7,19.5,21.7,,5,12.1,58.1,0
168,여수,2014-09-20,21.5,18.7,25.3,,4.2,11.3,52.9,9.7
168,여수,2014-09-21,21.7,18.8,25.2,,3.5,11.9,54.8,9
168,여수,2014-09-22,21.9,18.7,25.5,,4.3,12.4,56.1,10.1
168,여수,2014-09-23,21.1,19.2,23.1,10,6.2,14.1,65.6,.5
168,여수,2014-09-24,22.4,19.1,24.8,62.6,5.3,19.7,85.1,0
168,여수,2014-09-25,21.7,18.6,25.1,,2.2,14.8,65.9,7.3
168,여수,2014-09-26,21.8,20.5,24.1,,2.9,14.1,62.1,8.3
168,여수,2014-09-27,22,18.8,26.2,,2.6,13.8,60.5,8.9
168,여수,2014-09-28,22.6,20.1,25.9,,2.5,15.6,65.9,10.7
168,여수,2014-09-29,22,20.6,24.4,.6,2.8,16.8,73.1,1.6
168,여수,2014-09-30,21.3,19.6,24.9,.1,4.1,14.9,67.8,6
168,여수,2014-10-01,19.9,17.5,22.3,,4.7,12.3,62,9.6
168,여수,2014-10-02,20.8,17.6,24.3,,3.7,13.2,62.4,9.1
168,여수,2014-10-03,19.7,17.7,22.9,,6,9.2,52,11
168,여수,2014-10-04,19.1,17.1,22.1,,7.7,7.9,49,11
168,여수,2014-10-05,18.5,15.8,21.9,,9.1,6.6,46.3,10.9
168,여수,2014-10-06,18.8,15.6,22.4,,3.1,6.5,45.9,10.7
168,여수,2014-10-07,18.4,15.5,22.7,,2.9,7.4,50,11
168,여수,2014-10-08,18.7,15.7,22.5,,3.2,10.1,58.4,10.8
168,여수,2014-10-09,19.1,16.5,22.4,,3.5,9.8,55.8,10.4
168,여수,2014-10-10,20.6,17.2,24.3,,5.6,11.2,55.1,10.8
168,여수,2014-10-11,20.3,17.8,23.8,,8.2,9,48.9,10.8
168,여수,2014-10-12,19.1,17.8,21.1,1.2,9.5,11.1,60.3,0
168,여수,2014-10-13,18.1,16.5,19.9,33.6,10.1,10.6,63,.7
168,여수,2014-10-14,16.3,14.1,18.9,,2.8,6.7,53.5,5.2
168,여수,2014-10-15,16.3,13.8,19.5,,2.9,8.8,61.9,6.2
168,여수,2014-10-16,15.6,12.1,21.6,,5.6,2.3,43,9.1
168,여수,2014-10-17,15.1,11.2,20.1,,2.6,1.2,40.6,10.9
168,여수,2014-10-18,16.4,11.9,21.9,,1.7,5.2,49.6,10.8
168,여수,2014-10-19,18,13.8,21.2,0,2.5,9.2,56.6,9.5
168,여수,2014-10-20,20.3,18.9,21.1,6.9,2.5,17.3,83.3,0
168,여수,2014-10-21,19.6,15.8,23.5,36.8,3,16.7,83.5,.9
168,여수,2014-10-22,14.7,13.5,15.9,31.3,8.1,9.1,69.6,1.5
168,여수,2014-10-23,14.7,12.1,18.6,,3.1,6.1,57.5,9.9
168,여수,2014-10-24,16.4,12.8,20.3,,2.1,10.1,67.6,10.5
168,여수,2014-10-25,17,13.3,21.2,,2.1,10.6,67.8,10.4
168,여수,2014-10-26,18.1,14.1,23.5,,3.2,10.4,63.3,10.2
168,여수,2014-10-27,16.5,13.5,20.5,,3.5,4.9,48,10.3
168,여수,2014-10-28,15,11.2,19.9,,2,4.8,51.6,10.4
168,여수,2014-10-29,15.6,12.4,18.2,,2,6.8,56.6,5.1
168,여수,2014-10-30,16.6,13.9,19.3,,3,9.7,64.3,4.4
168,여수,2014-10-31,14.5,12.7,17.1,21.9,6.1,10.4,77.1,0
